district,date,month,year,visitors
Suryapet,2019-08-01,August,2019,157194.32
Suryapet,2019-09-01,September,2019,149602.36
Suryapet,2019-10-01,October,2019,142010.4
Suryapet,2019-11-01,November,2019,134418.44
Suryapet,2019-12-01,December,2019,126826.48
Vikarabad,2019-01-01,January,2019,119234.52
Vikarabad,2019-02-01,February,2019,111642.56
Vikarabad,2019-03-01,March,2019,104050.6
Vikarabad,2019-04-01,April,2019,96458.64
Vikarabad,2019-05-01,May,2019,88866.68
Vikarabad,2019-06-01,June,2019,81274.72
Vikarabad,2019-07-01,July,2019,73682.76000000001
Vikarabad,2019-08-01,August,2019,66090.79999999999
Vikarabad,2019-09-01,September,2019,58498.84
Vikarabad,2019-10-01,October,2019,50906.880000000005
Vikarabad,2019-11-01,November,2019,43314.92000000001
Vikarabad,2019-12-01,December,2019,35722.95999999999
Wanaparthy,2019-01-01,January,2019,28131.0
Wanaparthy,2019-02-01,February,2019,22342.0
Wanaparthy,2019-03-01,March,2019,20050.0
Wanaparthy,2019-04-01,April,2019,23749.0
Wanaparthy,2019-05-01,May,2019,20010.0
Wanaparthy,2019-06-01,June,2019,20050.0
Wanaparthy,2019-07-01,July,2019,32625.0
Wanaparthy,2019-08-01,August,2019,35860.0
Wanaparthy,2019-09-01,September,2019,21375.0
Wanaparthy,2019-10-01,October,2019,21234.0
Wanaparthy,2019-11-01,November,2019,32657.0
Wanaparthy,2019-12-01,December,2019,20556.0
Warangal (Rural),2019-01-01,January,2019,28700.0
Warangal (Rural),2019-02-01,February,2019,28800.0
Warangal (Rural),2019-03-01,March,2019,29000.0
Warangal (Rural),2019-04-01,April,2019,26900.0
Warangal (Rural),2019-05-01,May,2019,24900.0
Warangal (Rural),2019-06-01,June,2019,27100.0
Warangal (Rural),2019-07-01,July,2019,28600.0
Warangal (Rural),2019-08-01,August,2019,31600.0
Warangal (Rural),2019-09-01,September,2019,32600.0
Warangal (Rural),2019-10-01,October,2019,31100.0
Warangal (Rural),2019-11-01,November,2019,32150.0
Warangal (Rural),2019-12-01,December,2019,32050.0
Warangal (Urban),2019-01-01,January,2019,151545.0
Warangal (Urban),2019-02-01,February,2019,157755.0
Warangal (Urban),2019-03-01,March,2019,154305.0
Warangal (Urban),2019-04-01,April,2019,150425.0
Warangal (Urban),2019-05-01,May,2019,143230.0
Warangal (Urban),2019-06-01,June,2019,144400.0
Warangal (Urban),2019-07-01,July,2019,145440.0
Warangal (Urban),2019-08-01,August,2019,148030.0
Warangal (Urban),2019-09-01,September,2019,151070.0
Warangal (Urban),2019-10-01,October,2019,147450.0
Warangal (Urban),2019-11-01,November,2019,153880.0
Warangal (Urban),2019-12-01,December,2019,147700.0
Yadadri Bhongir,2019-01-01,January,2019,479293.0
Yadadri Bhongir,2019-02-01,February,2019,56525.0
Yadadri Bhongir,2019-03-01,March,2019,481923.0
Yadadri Bhongir,2019-04-01,April,2019,441150.0
Yadadri Bhongir,2019-05-01,May,2019,345790.0
Yadadri Bhongir,2019-06-01,June,2019,370566.0
Yadadri Bhongir,2019-07-01,July,2019,332770.0
Yadadri Bhongir,2019-08-01,August,2019,389010.0
Yadadri Bhongir,2019-09-01,September,2019,366862.0
Yadadri Bhongir,2019-10-01,October,2019,381860.0
Yadadri Bhongir,2019-11-01,November,2019,365990.0
Yadadri Bhongir,2019-12-01,December,2019,477635.0
